	0	country
2585	[-80.15625   35.859375]	Antarctica
2586	[-80.15625   37.265625]	Antarctica
2587	[-80.15625   38.671875]	Antarctica
2588	[-80.15625   40.078125]	Antarctica
2589	[-80.15625   41.484375]	Antarctica
2590	[-80.15625   42.890625]	Antarctica
2591	[-80.15625   44.296875]	Antarctica
2592	[-80.15625   45.703125]	Antarctica
2593	[-80.15625   47.109375]	Antarctica
2594	[-80.15625   48.515625]	Antarctica
2595	[-80.15625   49.921875]	Antarctica
2596	[-80.15625   51.328125]	Antarctica
2597	[-80.15625   52.734375]	Antarctica
2598	[-80.15625   54.140625]	Antarctica
2599	[-80.15625   55.546875]	Antarctica
2600	[-80.15625   56.953125]	Antarctica
2601	[-80.15625   58.359375]	Antarctica
2602	[-80.15625   59.765625]	Antarctica
2603	[-80.15625   61.171875]	Antarctica
2604	[-80.15625   62.578125]	Antarctica
2605	[-80.15625   63.984375]	Antarctica
2606	[-80.15625   65.390625]	Antarctica
2607	[-80.15625   66.796875]	Antarctica
2608	[-80.15625   68.203125]	Antarctica
2609	[-80.15625   69.609375]	Antarctica
2610	[-80.15625   71.015625]	Antarctica
2611	[-80.15625   72.421875]	Antarctica
2612	[-80.15625   73.828125]	Antarctica
2613	[-80.15625   75.234375]	Antarctica
2614	[-80.15625   76.640625]	Antarctica
2615	[-80.15625   78.046875]	Antarctica
2616	[-80.15625   79.453125]	Antarctica
2617	[-80.15625   80.859375]	Antarctica
2618	[-80.15625   82.265625]	Antarctica
2619	[-80.15625   83.671875]	Antarctica
2620	[-80.15625   85.078125]	Antarctica
2621	[-80.15625   86.484375]	Antarctica
2622	[-80.15625   87.890625]	Antarctica
2623	[-80.15625   89.296875]	Antarctica
2624	[-80.15625   90.703125]	Antarctica
2625	[-80.15625   92.109375]	Antarctica
2626	[-80.15625   93.515625]	Antarctica
2627	[-80.15625   94.921875]	Antarctica
2628	[-80.15625   96.328125]	Antarctica
2629	[-80.15625   97.734375]	Antarctica
2630	[-80.15625   99.140625]	Antarctica
2631	[-80.15625  100.546875]	Antarctica
2632	[-80.15625  101.953125]	Antarctica
2633	[-80.15625  103.359375]	Antarctica
2634	[-80.15625  104.765625]	Antarctica
2635	[-80.15625  106.171875]	Antarctica
2636	[-80.15625  107.578125]	Antarctica
2637	[-80.15625  108.984375]	Antarctica
2638	[-80.15625  110.390625]	Antarctica
2639	[-80.15625  111.796875]	Antarctica
2640	[-80.15625  113.203125]	Antarctica
2641	[-80.15625  114.609375]	Antarctica
2642	[-80.15625  116.015625]	Antarctica
2643	[-80.15625  117.421875]	Antarctica
2644	[-80.15625  118.828125]	Antarctica
2645	[-80.15625  120.234375]	Antarctica
2646	[-80.15625  121.640625]	Antarctica
2647	[-80.15625  123.046875]	Antarctica
2648	[-80.15625  124.453125]	Antarctica
2649	[-80.15625  125.859375]	Antarctica
2650	[-80.15625  127.265625]	Antarctica
2651	[-80.15625  128.671875]	Antarctica
2652	[-80.15625  130.078125]	Antarctica
2653	[-80.15625  131.484375]	Antarctica
2654	[-80.15625  132.890625]	Antarctica
2655	[-80.15625  134.296875]	Antarctica
2656	[-80.15625  135.703125]	Antarctica
2657	[-80.15625  137.109375]	Antarctica
2658	[-80.15625  138.515625]	Antarctica
2659	[-80.15625  139.921875]	Antarctica
2660	[-80.15625  141.328125]	Antarctica
2661	[-80.15625  142.734375]	Antarctica
2662	[-80.15625  144.140625]	Antarctica
2663	[-80.15625  145.546875]	Antarctica
2664	[-80.15625  146.953125]	Antarctica
2665	[-80.15625  148.359375]	Antarctica
2666	[-80.15625  149.765625]	Antarctica
2667	[-80.15625  151.171875]	Antarctica
2668	[-80.15625  152.578125]	Antarctica
2669	[-80.15625  153.984375]	Antarctica
2670	[-80.15625  155.390625]	Antarctica
2671	[-80.15625  156.796875]	Antarctica
2672	[-80.15625  158.203125]	Antarctica
2673	[-80.15625  159.609375]	Antarctica
2674	[-80.15625  161.015625]	Antarctica
2675	[-80.15625  162.421875]	Antarctica
2676	[-80.15625  163.828125]	Antarctica
2677	[-80.15625  165.234375]	Antarctica
2678	[-80.15625  166.640625]	Antarctica
2679	[-80.15625  168.046875]	Antarctica
2680	[-80.15625  169.453125]	Antarctica
2681	[-80.15625  170.859375]	Antarctica
2682	[-80.15625  172.265625]	Antarctica
2683	[-80.15625  173.671875]	Antarctica
2684	[-80.15625  175.078125]	Antarctica
2685	[-80.15625  176.484375]	Antarctica
2686	[-80.15625  177.890625]	Antarctica
2687	[-80.15625  179.296875]	Antarctica
2688	[-80.15625  180.703125]	Antarctica
2689	[-80.15625  182.109375]	Antarctica
2690	[-80.15625  183.515625]	Antarctica
2691	[-80.15625  184.921875]	Antarctica
2692	[-80.15625  186.328125]	Antarctica
2693	[-80.15625  187.734375]	Antarctica
2694	[-80.15625  189.140625]	Antarctica
2695	[-80.15625  190.546875]	Antarctica
2696	[-80.15625  191.953125]	Antarctica
2697	[-80.15625  193.359375]	Antarctica
2698	[-80.15625  194.765625]	Antarctica
2699	[-80.15625  196.171875]	Antarctica
2700	[-80.15625  197.578125]	Antarctica
2701	[-80.15625  198.984375]	Antarctica
2702	[-80.15625  200.390625]	Antarctica
2703	[-80.15625  201.796875]	Antarctica
2704	[-80.15625  203.203125]	Antarctica
2705	[-80.15625  204.609375]	Antarctica
2706	[-80.15625  206.015625]	Antarctica
2707	[-80.15625  207.421875]	Antarctica
2708	[-80.15625  208.828125]	Antarctica
2709	[-80.15625  210.234375]	Antarctica
2710	[-80.15625  211.640625]	Antarctica
2711	[-80.15625  213.046875]	Antarctica
2712	[-80.15625  214.453125]	Antarctica
2713	[-80.15625  215.859375]	Antarctica
2714	[-80.15625  217.265625]	Antarctica
2715	[-80.15625  218.671875]	Antarctica
2716	[-80.15625  220.078125]	Antarctica
2717	[-80.15625  221.484375]	Antarctica
2718	[-80.15625  222.890625]	Antarctica
2719	[-80.15625  224.296875]	Antarctica
2720	[-80.15625  225.703125]	Antarctica
2721	[-80.15625  227.109375]	Antarctica
2722	[-80.15625  228.515625]	Antarctica
2723	[-80.15625  229.921875]	Antarctica
2724	[-80.15625  231.328125]	Antarctica
2725	[-80.15625  232.734375]	Antarctica
2726	[-80.15625  234.140625]	Antarctica
2727	[-80.15625  235.546875]	Antarctica
2728	[-80.15625  236.953125]	Antarctica
2729	[-80.15625  238.359375]	Antarctica
2730	[-80.15625  239.765625]	Antarctica
2731	[-80.15625  241.171875]	Antarctica
2732	[-80.15625  242.578125]	Antarctica
2733	[-80.15625  243.984375]	Antarctica
2734	[-80.15625  245.390625]	Antarctica
2735	[-80.15625  246.796875]	Antarctica
2736	[-80.15625  248.203125]	Antarctica
2737	[-80.15625  249.609375]	Antarctica
2738	[-80.15625  251.015625]	Antarctica
2739	[-80.15625  252.421875]	Antarctica
2740	[-80.15625  253.828125]	Antarctica
2741	[-80.15625  255.234375]	Antarctica
2742	[-80.15625  256.640625]	Antarctica
2743	[-80.15625  258.046875]	Antarctica
2744	[-80.15625  259.453125]	Antarctica
2745	[-80.15625  260.859375]	Antarctica
2746	[-80.15625  262.265625]	Antarctica
2747	[-80.15625  263.671875]	Antarctica
2748	[-80.15625  265.078125]	Antarctica
2749	[-80.15625  266.484375]	Antarctica
2750	[-80.15625  267.890625]	Antarctica
2751	[-80.15625  269.296875]	Antarctica
2752	[-80.15625  270.703125]	Antarctica
2753	[-80.15625  272.109375]	Antarctica
2754	[-80.15625  273.515625]	Antarctica
2755	[-80.15625  274.921875]	Antarctica
2756	[-80.15625  276.328125]	Antarctica
2757	[-80.15625  277.734375]	Antarctica
2758	[-80.15625  279.140625]	Antarctica
2759	[-80.15625  280.546875]	Antarctica
2760	[-80.15625  281.953125]	Antarctica
2761	[-80.15625  283.359375]	Antarctica
2762	[-80.15625  284.765625]	Antarctica
2763	[-80.15625  286.171875]	Antarctica
2764	[-80.15625  287.578125]	Antarctica
2765	[-80.15625  288.984375]	Antarctica
2766	[-80.15625  290.390625]	Antarctica
2767	[-80.15625  291.796875]	Antarctica
2768	[-80.15625  293.203125]	Antarctica
2769	[-80.15625  294.609375]	Antarctica
2770	[-80.15625  296.015625]	Antarctica
2771	[-80.15625  297.421875]	Antarctica
2772	[-80.15625  298.828125]	Antarctica
2773	[-80.15625  300.234375]	Antarctica
2774	[-80.15625  301.640625]	Antarctica
2775	[-80.15625  303.046875]	Antarctica
2776	[-80.15625  304.453125]	Antarctica
2777	[-80.15625  305.859375]	Antarctica
2778	[-80.15625  307.265625]	Antarctica
2779	[-80.15625  308.671875]	Antarctica
2780	[-80.15625  310.078125]	Antarctica
2781	[-80.15625  311.484375]	Antarctica
2782	[-80.15625  312.890625]	Antarctica
2783	[-80.15625  314.296875]	Antarctica
2784	[-80.15625  315.703125]	Antarctica
2785	[-80.15625  317.109375]	Antarctica
2786	[-80.15625  318.515625]	Antarctica
2787	[-80.15625  319.921875]	Antarctica
2788	[-80.15625  321.328125]	Antarctica
2789	[-80.15625  322.734375]	Antarctica
2790	[-80.15625  324.140625]	Antarctica
2791	[-80.15625  325.546875]	Antarctica
2792	[-80.15625  326.953125]	Antarctica
2793	[-80.15625  328.359375]	Antarctica
2794	[-80.15625  329.765625]	Antarctica
2795	[-80.15625  331.171875]	Antarctica
2796	[-80.15625  332.578125]	Antarctica
2797	[-80.15625  333.984375]	Antarctica
2798	[-80.15625  335.390625]	Antarctica
2799	[-80.15625  336.796875]	Antarctica
2800	[-80.15625  338.203125]	Antarctica
2801	[-80.15625  339.609375]	Antarctica
2802	[-80.15625  341.015625]	Antarctica
2803	[-80.15625  342.421875]	Antarctica
2804	[-80.15625  343.828125]	Antarctica
2805	[-80.15625  345.234375]	Antarctica
2806	[-80.15625  346.640625]	Antarctica
2807	[-80.15625  348.046875]	Antarctica
2808	[-80.15625  349.453125]	Antarctica
2809	[-80.15625  350.859375]	Antarctica
2810	[-80.15625  352.265625]	Antarctica
2811	[-80.15625  353.671875]	Antarctica
2812	[-80.15625  355.078125]	Antarctica
2813	[-80.15625  356.484375]	Antarctica
2814	[-80.15625  357.890625]	Antarctica
2815	[-80.15625  359.296875]	Antarctica
2816	[-79.21875    0.703125]	Antarctica
2817	[-79.21875    2.109375]	Antarctica
2818	[-79.21875    3.515625]	Antarctica
2819	[-79.21875    4.921875]	Antarctica
2820	[-79.21875    6.328125]	Antarctica
2821	[-79.21875    7.734375]	Antarctica
2822	[-79.21875    9.140625]	Antarctica
2823	[-79.21875   10.546875]	Antarctica
2824	[-79.21875   11.953125]	Antarctica
2825	[-79.21875   13.359375]	Antarctica
2826	[-79.21875   14.765625]	Antarctica
2827	[-79.21875   16.171875]	Antarctica
2828	[-79.21875   17.578125]	Antarctica
2829	[-79.21875   18.984375]	Antarctica
2830	[-79.21875   20.390625]	Antarctica
2831	[-79.21875   21.796875]	Antarctica
2832	[-79.21875   23.203125]	Antarctica
2833	[-79.21875   24.609375]	Antarctica
2834	[-79.21875   26.015625]	Antarctica
2835	[-79.21875   27.421875]	Antarctica
2836	[-79.21875   28.828125]	Antarctica
2837	[-79.21875   30.234375]	Antarctica
2838	[-79.21875   31.640625]	Antarctica
2839	[-79.21875   33.046875]	Antarctica
2840	[-79.21875   34.453125]	Antarctica
2841	[-79.21875   35.859375]	Antarctica
2842	[-79.21875   37.265625]	Antarctica
2843	[-79.21875   38.671875]	Antarctica
2844	[-79.21875   40.078125]	Antarctica
2845	[-79.21875   41.484375]	Antarctica
2846	[-79.21875   42.890625]	Antarctica
2847	[-79.21875   44.296875]	Antarctica
2848	[-79.21875   45.703125]	Antarctica
2849	[-79.21875   47.109375]	Antarctica
2850	[-79.21875   48.515625]	Antarctica
2851	[-79.21875   49.921875]	Antarctica
2852	[-79.21875   51.328125]	Antarctica
2853	[-79.21875   52.734375]	Antarctica
2854	[-79.21875   54.140625]	Antarctica
2855	[-79.21875   55.546875]	Antarctica
2856	[-79.21875   56.953125]	Antarctica
2857	[-79.21875   58.359375]	Antarctica
2858	[-79.21875   59.765625]	Antarctica
2859	[-79.21875   61.171875]	Antarctica
2860	[-79.21875   62.578125]	Antarctica
2861	[-79.21875   63.984375]	Antarctica
2862	[-79.21875   65.390625]	Antarctica
2863	[-79.21875   66.796875]	Antarctica
2864	[-79.21875   68.203125]	Antarctica
2865	[-79.21875   69.609375]	Antarctica
2866	[-79.21875   71.015625]	Antarctica
2867	[-79.21875   72.421875]	Antarctica
2868	[-79.21875   73.828125]	Antarctica
2869	[-79.21875   75.234375]	Antarctica
2870	[-79.21875   76.640625]	Antarctica
2871	[-79.21875   78.046875]	Antarctica
2872	[-79.21875   79.453125]	Antarctica
2873	[-79.21875   80.859375]	Antarctica
2874	[-79.21875   82.265625]	Antarctica
2875	[-79.21875   83.671875]	Antarctica
2876	[-79.21875   85.078125]	Antarctica
2877	[-79.21875   86.484375]	Antarctica
2878	[-79.21875   87.890625]	Antarctica
2879	[-79.21875   89.296875]	Antarctica
2880	[-79.21875   90.703125]	Antarctica
2881	[-79.21875   92.109375]	Antarctica
2882	[-79.21875   93.515625]	Antarctica
2883	[-79.21875   94.921875]	Antarctica
2884	[-79.21875   96.328125]	Antarctica
2885	[-79.21875   97.734375]	Antarctica
2886	[-79.21875   99.140625]	Antarctica
2887	[-79.21875  100.546875]	Antarctica
2888	[-79.21875  101.953125]	Antarctica
2889	[-79.21875  103.359375]	Antarctica
2890	[-79.21875  104.765625]	Antarctica
2891	[-79.21875  106.171875]	Antarctica
2892	[-79.21875  107.578125]	Antarctica
2893	[-79.21875  108.984375]	Antarctica
2894	[-79.21875  110.390625]	Antarctica
2895	[-79.21875  111.796875]	Antarctica
2896	[-79.21875  113.203125]	Antarctica
2897	[-79.21875  114.609375]	Antarctica
2898	[-79.21875  116.015625]	Antarctica
2899	[-79.21875  117.421875]	Antarctica
2900	[-79.21875  118.828125]	Antarctica
2901	[-79.21875  120.234375]	Antarctica
2902	[-79.21875  121.640625]	Antarctica
2903	[-79.21875  123.046875]	Antarctica
2904	[-79.21875  124.453125]	Antarctica
2905	[-79.21875  125.859375]	Antarctica
2906	[-79.21875  127.265625]	Antarctica
2907	[-79.21875  128.671875]	Antarctica
2908	[-79.21875  130.078125]	Antarctica
2909	[-79.21875  131.484375]	Antarctica
2910	[-79.21875  132.890625]	Antarctica
2911	[-79.21875  134.296875]	Antarctica
2912	[-79.21875  135.703125]	Antarctica
2913	[-79.21875  137.109375]	Antarctica
2914	[-79.21875  138.515625]	Antarctica
2915	[-79.21875  139.921875]	Antarctica
2916	[-79.21875  141.328125]	Antarctica
2917	[-79.21875  142.734375]	Antarctica
2918	[-79.21875  144.140625]	Antarctica
2919	[-79.21875  145.546875]	Antarctica
2920	[-79.21875  146.953125]	Antarctica
2921	[-79.21875  148.359375]	Antarctica
2922	[-79.21875  149.765625]	Antarctica
2923	[-79.21875  151.171875]	Antarctica
2924	[-79.21875  152.578125]	Antarctica
2925	[-79.21875  153.984375]	Antarctica
2926	[-79.21875  155.390625]	Antarctica
2927	[-79.21875  156.796875]	Antarctica
2928	[-79.21875  158.203125]	Antarctica
2929	[-79.21875  159.609375]	Antarctica
2930	[-79.21875  161.015625]	Antarctica
2931	[-79.21875  162.421875]	Antarctica
2932	[-79.21875  163.828125]	Antarctica
2933	[-79.21875  165.234375]	Antarctica
2934	[-79.21875  166.640625]	Antarctica
2935	[-79.21875  168.046875]	Antarctica
2936	[-79.21875  169.453125]	Antarctica
2937	[-79.21875  170.859375]	Antarctica
2938	[-79.21875  172.265625]	Antarctica
2939	[-79.21875  173.671875]	Antarctica
2940	[-79.21875  175.078125]	Antarctica
2941	[-79.21875  176.484375]	Antarctica
2942	[-79.21875  177.890625]	Antarctica
2943	[-79.21875  179.296875]	Antarctica
2944	[-79.21875  180.703125]	Antarctica
2945	[-79.21875  182.109375]	Antarctica
2946	[-79.21875  183.515625]	Antarctica
2947	[-79.21875  184.921875]	Antarctica
2948	[-79.21875  186.328125]	Antarctica
2949	[-79.21875  187.734375]	Antarctica
2950	[-79.21875  189.140625]	Antarctica
2951	[-79.21875  190.546875]	Antarctica
2952	[-79.21875  191.953125]	Antarctica
2953	[-79.21875  193.359375]	Antarctica
2954	[-79.21875  194.765625]	Antarctica
2955	[-79.21875  196.171875]	Antarctica
2956	[-79.21875  197.578125]	Antarctica
2957	[-79.21875  198.984375]	Antarctica
2958	[-79.21875  200.390625]	Antarctica
2959	[-79.21875  201.796875]	Antarctica
2960	[-79.21875  203.203125]	Antarctica
2961	[-79.21875  204.609375]	Antarctica
2962	[-79.21875  206.015625]	Antarctica
2963	[-79.21875  207.421875]	Antarctica
2964	[-79.21875  208.828125]	Antarctica
2965	[-79.21875  210.234375]	Antarctica
2966	[-79.21875  211.640625]	Antarctica
2967	[-79.21875  213.046875]	Antarctica
2968	[-79.21875  214.453125]	Antarctica
2969	[-79.21875  215.859375]	Antarctica
2970	[-79.21875  217.265625]	Antarctica
2971	[-79.21875  218.671875]	Antarctica
2972	[-79.21875  220.078125]	Antarctica
2973	[-79.21875  221.484375]	Antarctica
2974	[-79.21875  222.890625]	Antarctica
2975	[-79.21875  224.296875]	Antarctica
2976	[-79.21875  225.703125]	Antarctica
2977	[-79.21875  227.109375]	Antarctica
2978	[-79.21875  228.515625]	Antarctica
2979	[-79.21875  229.921875]	Antarctica
2980	[-79.21875  231.328125]	Antarctica
2981	[-79.21875  232.734375]	Antarctica
2982	[-79.21875  234.140625]	Antarctica
2983	[-79.21875  235.546875]	Antarctica
2984	[-79.21875  236.953125]	Antarctica
2985	[-79.21875  238.359375]	Antarctica
2986	[-79.21875  239.765625]	Antarctica
2987	[-79.21875  241.171875]	Antarctica
2988	[-79.21875  242.578125]	Antarctica
2989	[-79.21875  243.984375]	Antarctica
2990	[-79.21875  245.390625]	Antarctica
2991	[-79.21875  246.796875]	Antarctica
2992	[-79.21875  248.203125]	Antarctica
2993	[-79.21875  249.609375]	Antarctica
2994	[-79.21875  251.015625]	Antarctica
2995	[-79.21875  252.421875]	Antarctica
2996	[-79.21875  253.828125]	Antarctica
2997	[-79.21875  255.234375]	Antarctica
2998	[-79.21875  256.640625]	Antarctica
2999	[-79.21875  258.046875]	Antarctica
3000	[-79.21875  259.453125]	Antarctica
3001	[-79.21875  260.859375]	Antarctica
3002	[-79.21875  262.265625]	Antarctica
3003	[-79.21875  263.671875]	Antarctica
3004	[-79.21875  265.078125]	Antarctica
3005	[-79.21875  266.484375]	Antarctica
3006	[-79.21875  267.890625]	Antarctica
3007	[-79.21875  269.296875]	Antarctica
3008	[-79.21875  270.703125]	Antarctica
3009	[-79.21875  272.109375]	Antarctica
3010	[-79.21875  273.515625]	Antarctica
3011	[-79.21875  274.921875]	Antarctica
3012	[-79.21875  276.328125]	Antarctica
3013	[-79.21875  277.734375]	Antarctica
3014	[-79.21875  279.140625]	Antarctica
3015	[-79.21875  280.546875]	Antarctica
3016	[-79.21875  281.953125]	Antarctica
3017	[-79.21875  283.359375]	Antarctica
3018	[-79.21875  284.765625]	Antarctica
3019	[-79.21875  286.171875]	Antarctica
3020	[-79.21875  287.578125]	Antarctica
3021	[-79.21875  288.984375]	Antarctica
3022	[-79.21875  290.390625]	Antarctica
3023	[-79.21875  291.796875]	Antarctica
3024	[-79.21875  293.203125]	Antarctica
3025	[-79.21875  294.609375]	Antarctica
3026	[-79.21875  296.015625]	Antarctica
3027	[-79.21875  297.421875]	Antarctica
3028	[-79.21875  298.828125]	Antarctica
3029	[-79.21875  300.234375]	Antarctica
3030	[-79.21875  301.640625]	Antarctica
3031	[-79.21875  303.046875]	Antarctica
3032	[-79.21875  304.453125]	Antarctica
3033	[-79.21875  305.859375]	Antarctica
3034	[-79.21875  307.265625]	Antarctica
3035	[-79.21875  308.671875]	Antarctica
3036	[-79.21875  310.078125]	Antarctica
3037	[-79.21875  311.484375]	Antarctica
3038	[-79.21875  312.890625]	Antarctica
3039	[-79.21875  314.296875]	Antarctica
3040	[-79.21875  315.703125]	Antarctica
3041	[-79.21875  317.109375]	Antarctica
3042	[-79.21875  318.515625]	Antarctica
3043	[-79.21875  319.921875]	Antarctica
3044	[-79.21875  321.328125]	Antarctica
3045	[-79.21875  322.734375]	Antarctica
3046	[-79.21875  324.140625]	Antarctica
3047	[-79.21875  325.546875]	Antarctica
3048	[-79.21875  326.953125]	Antarctica
3049	[-79.21875  328.359375]	Antarctica
3050	[-79.21875  329.765625]	Antarctica
3051	[-79.21875  331.171875]	Antarctica
3052	[-79.21875  332.578125]	Antarctica
3053	[-79.21875  333.984375]	Antarctica
3054	[-79.21875  335.390625]	Antarctica
3055	[-79.21875  336.796875]	Antarctica
3056	[-79.21875  338.203125]	Antarctica
3057	[-79.21875  339.609375]	Antarctica
3058	[-79.21875  341.015625]	Antarctica
3059	[-79.21875  342.421875]	Antarctica
3060	[-79.21875  343.828125]	Antarctica
3061	[-79.21875  345.234375]	Antarctica
3062	[-79.21875  346.640625]	Antarctica
3063	[-79.21875  348.046875]	Antarctica
3064	[-79.21875  349.453125]	Antarctica
3065	[-79.21875  350.859375]	Antarctica
3066	[-79.21875  352.265625]	Antarctica
3067	[-79.21875  353.671875]	Antarctica
3068	[-79.21875  355.078125]	Antarctica
3069	[-79.21875  356.484375]	Antarctica
3070	[-79.21875  357.890625]	Antarctica
3071	[-79.21875  359.296875]	Antarctica
3072	[-78.28125    0.703125]	Antarctica
3073	[-78.28125    2.109375]	Antarctica
3074	[-78.28125    3.515625]	Antarctica
3075	[-78.28125    4.921875]	Antarctica
3076	[-78.28125    6.328125]	Antarctica
3077	[-78.28125    7.734375]	Antarctica
3078	[-78.28125    9.140625]	Antarctica
3079	[-78.28125   10.546875]	Antarctica
3080	[-78.28125   11.953125]	Antarctica
3081	[-78.28125   13.359375]	Antarctica
3082	[-78.28125   14.765625]	Antarctica
3083	[-78.28125   16.171875]	Antarctica
3084	[-78.28125   17.578125]	Antarctica
3085	[-78.28125   18.984375]	Antarctica
3086	[-78.28125   20.390625]	Antarctica
3087	[-78.28125   21.796875]	Antarctica
3088	[-78.28125   23.203125]	Antarctica
3089	[-78.28125   24.609375]	Antarctica
3090	[-78.28125   26.015625]	Antarctica
3091	[-78.28125   27.421875]	Antarctica
3092	[-78.28125   28.828125]	Antarctica
3093	[-78.28125   30.234375]	Antarctica
3094	[-78.28125   31.640625]	Antarctica
3095	[-78.28125   33.046875]	Antarctica
3096	[-78.28125   34.453125]	Antarctica
3097	[-78.28125   35.859375]	Antarctica
3098	[-78.28125   37.265625]	Antarctica
3099	[-78.28125   38.671875]	Antarctica
3100	[-78.28125   40.078125]	Antarctica
3101	[-78.28125   41.484375]	Antarctica
3102	[-78.28125   42.890625]	Antarctica
3103	[-78.28125   44.296875]	Antarctica
3104	[-78.28125   45.703125]	Antarctica
3105	[-78.28125   47.109375]	Antarctica
3106	[-78.28125   48.515625]	Antarctica
3107	[-78.28125   49.921875]	Antarctica
3108	[-78.28125   51.328125]	Antarctica
3109	[-78.28125   52.734375]	Antarctica
3110	[-78.28125   54.140625]	Antarctica
3111	[-78.28125   55.546875]	Antarctica
3112	[-78.28125   56.953125]	Antarctica
3113	[-78.28125   58.359375]	Antarctica
3114	[-78.28125   59.765625]	Antarctica
3115	[-78.28125   61.171875]	Antarctica
3116	[-78.28125   62.578125]	Antarctica
3117	[-78.28125   63.984375]	Antarctica
3118	[-78.28125   65.390625]	Antarctica
3119	[-78.28125   66.796875]	Antarctica
3120	[-78.28125   68.203125]	Antarctica
3121	[-78.28125   69.609375]	Antarctica
3122	[-78.28125   71.015625]	Antarctica
3123	[-78.28125   72.421875]	Antarctica
3124	[-78.28125   73.828125]	Antarctica
3125	[-78.28125   75.234375]	Antarctica
3126	[-78.28125   76.640625]	Antarctica
3127	[-78.28125   78.046875]	Antarctica
3128	[-78.28125   79.453125]	Antarctica
3129	[-78.28125   80.859375]	Antarctica
3130	[-78.28125   82.265625]	Antarctica
3131	[-78.28125   83.671875]	Antarctica
3132	[-78.28125   85.078125]	Antarctica
3133	[-78.28125   86.484375]	Antarctica
3134	[-78.28125   87.890625]	Antarctica
3135	[-78.28125   89.296875]	Antarctica
3136	[-78.28125   90.703125]	Antarctica
3137	[-78.28125   92.109375]	Antarctica
3138	[-78.28125   93.515625]	Antarctica
3139	[-78.28125   94.921875]	Antarctica
3140	[-78.28125   96.328125]	Antarctica
3141	[-78.28125   97.734375]	Antarctica
3142	[-78.28125   99.140625]	Antarctica
3143	[-78.28125  100.546875]	Antarctica
3144	[-78.28125  101.953125]	Antarctica
3145	[-78.28125  103.359375]	Antarctica
3146	[-78.28125  104.765625]	Antarctica
3147	[-78.28125  106.171875]	Antarctica
3148	[-78.28125  107.578125]	Antarctica
3149	[-78.28125  108.984375]	Antarctica
3150	[-78.28125  110.390625]	Antarctica
3151	[-78.28125  111.796875]	Antarctica
3152	[-78.28125  113.203125]	Antarctica
3153	[-78.28125  114.609375]	Antarctica
3154	[-78.28125  116.015625]	Antarctica
3155	[-78.28125  117.421875]	Antarctica
3156	[-78.28125  118.828125]	Antarctica
3157	[-78.28125  120.234375]	Antarctica
3158	[-78.28125  121.640625]	None
3159	[-78.28125  123.046875]	Antarctica
3160	[-78.28125  124.453125]	Antarctica
3161	[-78.28125  125.859375]	Antarctica
3162	[-78.28125  127.265625]	Antarctica
3163	[-78.28125  128.671875]	Antarctica
3164	[-78.28125  130.078125]	Antarctica
3165	[-78.28125  131.484375]	Antarctica
3166	[-78.28125  132.890625]	Antarctica
3167	[-78.28125  134.296875]	Antarctica
3168	[-78.28125  135.703125]	Antarctica
3169	[-78.28125  137.109375]	Antarctica
3170	[-78.28125  138.515625]	Antarctica
3171	[-78.28125  139.921875]	Antarctica
3172	[-78.28125  141.328125]	Antarctica
3173	[-78.28125  142.734375]	Antarctica
3174	[-78.28125  144.140625]	Antarctica
3175	[-78.28125  145.546875]	Antarctica
3176	[-78.28125  146.953125]	Antarctica
3177	[-78.28125  148.359375]	Antarctica
3178	[-78.28125  149.765625]	Antarctica
3179	[-78.28125  151.171875]	Antarctica
3180	[-78.28125  152.578125]	Antarctica
3181	[-78.28125  153.984375]	Antarctica
3182	[-78.28125  155.390625]	Antarctica
3183	[-78.28125  156.796875]	Antarctica
3184	[-78.28125  158.203125]	Antarctica
3185	[-78.28125  159.609375]	Antarctica
3186	[-78.28125  161.015625]	Antarctica
3187	[-78.28125  162.421875]	Antarctica
3188	[-78.28125  163.828125]	Antarctica
3189	[-78.28125  165.234375]	Antarctica
3190	[-78.28125  166.640625]	Antarctica
3191	[-78.28125  168.046875]	Antarctica
3192	[-78.28125  169.453125]	Antarctica
3193	[-78.28125  170.859375]	Antarctica
3194	[-78.28125  172.265625]	Antarctica
3195	[-78.28125  173.671875]	Antarctica
3196	[-78.28125  175.078125]	Antarctica
3197	[-78.28125  176.484375]	Antarctica
3198	[-78.28125  177.890625]	Antarctica
3199	[-78.28125  179.296875]	Antarctica
3200	[-78.28125  180.703125]	Antarctica
3201	[-78.28125  182.109375]	Antarctica
3202	[-78.28125  183.515625]	Antarctica
3203	[-78.28125  184.921875]	Antarctica
3204	[-78.28125  186.328125]	Antarctica
3205	[-78.28125  187.734375]	Antarctica
3206	[-78.28125  189.140625]	Antarctica
3207	[-78.28125  190.546875]	Antarctica
3208	[-78.28125  191.953125]	Antarctica
3209	[-78.28125  193.359375]	Antarctica
3210	[-78.28125  194.765625]	Antarctica
3211	[-78.28125  196.171875]	Antarctica
3212	[-78.28125  197.578125]	Antarctica
3213	[-78.28125  198.984375]	Antarctica
3214	[-78.28125  200.390625]	Antarctica
3215	[-78.28125  201.796875]	Antarctica
3216	[-78.28125  203.203125]	Antarctica
3217	[-78.28125  204.609375]	Antarctica
3218	[-78.28125  206.015625]	Antarctica
3219	[-78.28125  207.421875]	Antarctica
3220	[-78.28125  208.828125]	Antarctica
