,name,region,country-code,region-code,gfsi,surfacetempanomaly,precipitationflux,gdp,population,migration,tempstep,gfsi_hat
81,Saudi Arabia,Asia,682.0,142.0,70.13333333333334,21.98090333333336,1.3811104e-05,22195.710574249864,34261717.666666664,295995.3333333333,-0.5,62.39519790175773
82,Senegal,Africa,686.0,2.0,47.36666666666667,27.80570000000002,6.239734866666667e-05,1453.349437763393,16298205.333333334,673913.0,-0.5,51.2317669029057
83,Serbia,Europe,688.0,150.0,61.03333333333333,10.463506666666698,5.1520024e-05,7466.765750879636,6942321.666666667,968547.3333333334,-0.5,62.286302931153976
84,Sierra Leone,Africa,694.0,2.0,36.766666666666666,29.01499000000001,8.968456e-05,521.7076546585157,7813447.0,149848.0,-0.5,49.69854317448309
85,Slovakia,Europe,703.0,150.0,68.39999999999999,8.350280000000017,4.460195966666667e-05,19320.0137970693,5453248.333333333,405197.3333333333,-0.5,67.61887842133936
86,Viet Nam,Asia,704.0,142.0,62.63333333333333,27.410076666666708,3.644747733333333e-05,2689.14920933076,96448883.33333331,3295518.0,-0.5,53.46320241637488
87,South Africa,Africa,710.0,2.0,59.66666666666666,20.007343333333363,4.496742366666667e-05,6428.5749771657565,58553159.0,889231.3333333334,-0.5,57.386299424551105
88,Zimbabwe,Africa,716.0,2.0,40.63333333333333,25.898066666666693,6.571723333333334e-05,1261.9642473694632,14649070.666666666,1228064.0,-0.5,52.26479098847754
89,Spain,Europe,724.0,150.0,74.63333333333333,12.819960000000018,5.9447406e-05,28991.8307372625,47098670.0,1445715.0,-0.5,69.32275367097013
90,Sudan,Africa,729.0,2.0,38.2,26.044113333333357,3.314407266666666e-05,612.697814932166,42821346.0,2052430.0,-0.5,52.78157848626856
91,Sweden,Europe,752.0,150.0,79.86666666666666,-0.079623333333321,2.3579244333333333e-05,52934.299639156496,10269181.0,322546.0,-0.5,84.56510423908597
92,Switzerland,Europe,756.0,150.0,80.33333333333333,8.023593333333357,4.6813401e-05,86274.44641206147,8575390.0,699869.0,-0.5,92.7833939386976
93,Syrian Arab Republic,Asia,760.0,142.0,41.73333333333333,17.46065666666671,3.5435269e-05,1312.325678435467,17171950.333333332,8055339.333333333,-0.5,59.446913621904315
94,Tajikistan,Asia,762.0,142.0,52.5,7.852573333333359,1.9462337e-05,867.6337456261407,9319837.333333334,586492.3333333334,-0.5,61.415692293177386
95,Thailand,Asia,764.0,142.0,63.7,27.786850000000037,4.9755414333333336e-05,7433.58779032594,69618004.33333333,1053926.0,-0.5,53.93871605017252
96,Togo,Africa,768.0,2.0,45.4,28.790423333333347,9.353594e-05,903.2754211579412,8083397.0,535403.0,-0.5,50.04633975716079
97,United Arab Emirates,Asia,784.0,142.0,70.53333333333333,21.180403333333345,5.675167233333333e-06,40941.77425837456,9763964.0,198236.0,-0.5,69.7647450912916
98,Tunisia,Africa,788.0,2.0,61.4,16.59239000000004,4.7494905666666665e-05,3592.3795231367862,11692847.333333334,876689.3333333334,-0.5,57.842847136248004
99,Turkey,Asia,792.0,142.0,62.9,15.191043333333369,4.4456313333333335e-05,9037.432309688704,83369588.0,3343833.0,-0.5,61.74862143783147
100,Uganda,Africa,800.0,2.0,42.56666666666667,27.08725666666669,1.2591813666666664e-05,797.0714000029724,44246539.66666666,782397.3333333334,-0.5,52.13399978569233
101,Ukraine,Europe,804.0,150.0,56.1,10.022010000000025,4.531457333333334e-05,3494.318779273024,44381138.0,6070825.0,-0.5,63.14491317218405
102,Egypt,Africa,818.0,2.0,59.36666666666667,21.805920000000032,2.7488702e-05,3041.808103241553,100382027.0,3518582.333333333,-0.5,56.58553513245089
